mg,bp_rp
2.8452167102651202,1.3273592
10.842889746079255,2.733797
4.360639582254882,0.93989754
6.62589885638457,1.528429
7.841770134977551,1.7465553
8.45932654587542,2.613737
5.695000248125735,1.1621494
3.064877232343189,0.8340101
5.242914375733147,1.4474592
0.8610274180792743,1.5378008
6.608193904719439,1.3000526
4.862517226223089,1.088687
4.97765944275551,1.406107
9.511332150638182,2.3089962
5.3200776195703945,1.7449427
4.568006626841594,1.0391731
5.198925751572165,1.6285143
5.054479600798427,1.1970701
7.512417068887679,1.3309727
9.174600232826467,2.7297478
4.336359139493984,1.2038002
2.2989992842593487,1.5476999
5.364999027541096,0.9991007
3.335033070504597,1.4334784
4.62564278376346,1.05408
4.334324948532309,1.3316059
6.726029180509112,1.4717941
6.6303069353142305,1.436451
3.114952424173447,1.1200695
6.764321637917714,1.4511566
1.0576173731027243,1.6539421
7.473929020483997,2.0394306
0.05469372071438272,0.22004986
-0.7281776556810282,2.0886059
2.7189305868076836,1.213871
6.845666905810564,1.5949936
3.048096588099032,0.97358036
3.3616774343197964,1.4987736
7.499562162328264,1.7807808
5.20641961692017,1.2241983
7.310684928218816,1.6093273
4.570892506362725,1.272294
5.5888214422863935,1.06534
3.736802817478422,0.86088085
6.1311265041805,1.0363026
